recency,frequency,monetary,avg_basket_size,product_variety,avg_unit_price,r_score,f_score,m_score,rfm_score,country_enc,y_true,y_pred,churn_prob,error_type
-0.8934729498723508,1.4343333549210848,0.06465856003333201,-0.1028572652207755,2.791663626709947,-0.0312930171962585,1.4125121040716573,1.4217562726640334,1.4228446183611378,1.7023611296110657,0.29495838726703927,1,0,0.308492,False Negative
-0.7899037159970586,0.44113489872572925,0.10332929734570608,0.019379180534179943,4.243045975777872,-0.04932931927939501,0.7082260828643804,1.4217562726640334,1.4228446183611378,1.4207186913228926,0.29495838726703927,1,0,0.3162109,False Negative
2.57609638494994,4.272043229764957,0.36400002220554256,-0.14416186690603067,0.09623926415522831,-0.02034499360291667,-1.40463198075745,1.4217562726640334,1.4228446183611378,0.5757913764583734,0.29495838726703927,1,0,0.32410797,False Negative
-0.9659714135850553,1.5762188486632784,0.29276648488065293,-0.09684806367609204,0.4072497675269266,0.021341429036159473,1.4125121040716573,1.4217562726640334,1.4228446183611378,1.7023611296110657,0.29495838726703927,1,0,0.34594125,False Negative
-0.7484760224469417,0.01547841749914837,0.16573382577743537,0.2352864947124208,0.8219304386891909,-0.04869190236172615,0.7082260828643804,0.7180139847064122,1.4228446183611378,1.1390762530347194,-4.182817470997325,1,0,0.34894454,False Negative
-0.8934729498723508,1.5762188486632784,0.36451786207140735,-0.06401615512456836,-0.007430903635337778,-0.007803078477257569,1.4125121040716573,1.4217562726640334,1.4228446183611378,1.7023611296110657,0.29495838726703927,1,0,0.3508669,False Negative
-0.7691898692220001,0.8667913799523103,0.21699246757245613,0.47855821883630034,-0.42211157479760214,2.411973885072626,0.7082260828643804,1.4217562726640334,1.4228446183611378,1.4207186913228926,0.29495838726703927,1,0,0.3588721,False Negative
-0.8624021797097631,-0.12640707624304526,-0.09877513245671976,-0.000472045173341059,3.7246951368250416,-0.06674064221873793,1.4125121040716573,0.7180139847064122,0.7179536416570231,1.1390762530347194,0.29495838726703927,1,0,0.36354274,False Negative
-0.7484760224469417,1.008676873694504,0.05813034690030794,0.02113183882854197,-0.5257817425881682,-0.09267310321473114,0.7082260828643804,1.4217562726640334,1.4228446183611378,1.4207186913228926,0.29495838726703927,1,0,0.37331912,False Negative
-0.7588329458344708,1.008676873694504,0.15559788769899727,-0.06494111824536256,-0.42211157479760214,-0.04600114570057907,0.7082260828643804,1.4217562726640334,1.4228446183611378,1.4207186913228926,0.29495838726703927,1,0,0.37476197,False Negative
-0.8416883329347047,1.1505623674366976,1.6759950322580792,0.46297837127042313,0.09623926415522831,0.042736822708536626,1.4125121040716573,1.4217562726640334,1.4228446183611378,1.7023611296110657,-3.223294072797818,1,0,0.3841702,False Negative
-0.8934729498723508,0.29924940498353564,0.5166105398593522,0.9795392280181225,-0.5257817425881682,-0.09022929455961401,1.4125121040716573,1.4217562726640334,1.4228446183611378,1.7023611296110657,0.29495838726703927,1,0,0.38439205,False Negative
-0.6656206353467078,0.01547841749914837,-0.0357905804899328,-0.01890172124333192,0.3035795997363605,-0.02216661525535007,0.7082260828643804,0.7180139847064122,0.7179536416570231,0.8574338147465465,-3.0633735064312337,1,0,0.39146322,False Negative
-0.4377683208210648,0.44113489872572925,0.10948548059580039,0.07398687430249612,-0.11110107142590386,-0.06423667199921894,0.0039400616571035755,1.4217562726640334,1.4228446183611378,1.1390762530347194,0.29495838726703927,1,0,0.39198235,False Negative
-0.582765248246474,0.5830203924679229,0.4295812784272456,0.0842573601452432,0.4072497675269266,-0.05186113353370243,0.0039400616571035755,1.4217562726640334,1.4228446183611378,1.1390762530347194,-3.223294072797818,1,0,0.3924069,False Negative
-0.675977558734237,0.7249058862101166,0.14897425479772894,-0.04137454243623876,0.1999094319457944,-0.01830488068406204,0.7082260828643804,1.4217562726640334,1.4228446183611378,1.4207186913228926,0.29495838726703927,1,0,0.3936179,False Negative
-0.7277621756718832,0.7249058862101166,0.026266577100098394,-0.08266957806058468,-0.11110107142590386,-0.04924828863433665,0.7082260828643804,1.4217562726640334,1.4228446183611378,1.4207186913228926,0.29495838726703927,1,0,0.3940611,False Negative
-0.36526985710836024,0.29924940498353564,0.1376471778145791,0.06123498524630892,-0.21477123921646996,-0.04766849968305676,0.0039400616571035755,1.4217562726640334,1.4228446183611378,1.1390762530347194,0.29495838726703927,1,0,0.39548463,False Negative
-0.8727591030972923,0.01547841749914837,-0.06746351075365385,-0.08266957806058468,0.1999094319457944,-0.01250958217633556,1.4125121040716573,0.7180139847064122,0.7179536416570231,1.1390762530347194,-3.0633735064312337,1,0,0.39628026,False Negative
-0.8313314095471754,0.44113489872572925,0.2773106266895419,0.08912763967263929,-0.42211157479760214,-0.04748933225950105,0.7082260828643804,1.4217562726640334,1.4228446183611378,1.4207186913228926,0.29495838726703927,1,0,0.39768866,False Negative
0.17329015904315948,-0.41017806372743254,-0.11858170322687692,0.23387335661120745,-0.31844140700703605,-0.032963363865371416,-0.7003459595501732,-1.3932128791664515,0.7179536416570231,-0.5507783766943188,-1.4641678427653895,0,1,0.61068046,False Positive
1.2607671147337283,-0.41017806372743254,-0.20140070140173508,-0.158979035526106,-0.5257817425881682,0.09768076797001729,-1.40463198075745,-1.3932128791664515,-1.396719288455321,-1.6773481298470112,0.29495838726703927,0,1,0.5789596,False Positive
1.2607671147337283,-0.2682925699852389,0.08115760288176484,0.38013315008679,-0.11110107142590386,-0.04618396960216653,-1.40463198075745,-0.6894705912088304,1.4228446183611378,-0.2691359384061458,-1.1443267100322205,0,1,0.5730957,False Positive
1.3125517316713744,-0.41017806372743254,-0.1847247567357708,-0.0657119208460244,-0.5257817425881682,-0.043879321969405166,-1.40463198075745,-1.3932128791664515,-0.6918283117512063,-1.395705691558838,0.29495838726703927,0,1,0.55865633,False Positive
1.6336163566847806,-0.41017806372743254,-0.20070381545388394,-0.11375861628727856,-0.11110107142590386,-0.08336174322635777,-1.40463198075745,-1.3932128791664515,-1.396719288455321,-1.6773481298470112,0.29495838726703927,0,1,0.5565514,False Positive
0.1007916953304549,-0.41017806372743254,-0.19394080536304537,-0.0854958542630114,-0.5257817425881682,-0.07926401555303839,-0.7003459595501732,-1.3932128791664515,-1.396719288455321,-1.395705691558838,0.29495838726703927,0,1,0.5563029,False Positive
-0.08563292564507116,-0.41017806372743254,-0.20039289710791955,0.1914792135748067,-0.21477123921646996,-0.10974076918119968,-0.7003459595501732,-1.3932128791664515,-1.396719288455321,-1.395705691558838,0.29495838726703927,0,1,0.553759,False Positive
0.49435478405656547,-0.41017806372743254,-0.20454204882820257,-0.1660447260321728,-0.42211157479760214,-0.009290410968318135,-0.7003459595501732,-1.3932128791664515,-1.396719288455321,-1.395705691558838,0.29495838726703927,0,1,0.55100906,False Positive
2.213604066386417,-0.41017806372743254,-0.1913012158190307,-0.11517175438849192,-0.5257817425881682,-0.030323386726448392,-1.40463198075745,-1.3932128791664515,-1.396719288455321,-1.6773481298470112,0.29495838726703927,0,1,0.5455045,False Positive
-0.5516944780838863,-0.41017806372743254,-0.18962761741196046,-0.14555422356457912,-0.42211157479760214,0.040453652196419436,0.0039400616571035755,-1.3932128791664515,-1.396719288455321,-1.114063253270665,0.29495838726703927,0,1,0.5382366,False Positive
-0.5102667845337694,-0.41017806372743254,-0.17452127432700248,0.002118708012216777,-0.42211157479760214,-0.05127707255334669,0.0039400616571035755,-1.3932128791664515,-0.6918283117512063,-0.832420814982492,0.29495838726703927,0,1,0.5368409,False Positive
-0.36526985710836024,-0.41017806372743254,-0.17850638981648362,-0.05299367793510418,-0.42211157479760214,-0.03776665560424529,0.0039400616571035755,-1.3932128791664515,-0.6918283117512063,-0.832420814982492,0.29495838726703927,0,1,0.5348526,False Positive
2.5035979212372355,-0.41017806372743254,-0.19651177844450238,-0.13495568780547892,-0.42211157479760214,-0.05463896563758163,-1.40463198075745,-1.3932128791664515,-1.396719288455321,-1.6773481298470112,0.29495838726703927,0,1,0.53465915,False Positive
-0.4999098611462402,-0.41017806372743254,-0.193382224472537,-0.07913673280755129,-0.5257817425881682,-0.04034487889196545,0.0039400616571035755,-1.3932128791664515,-1.396719288455321,-1.114063253270665,0.29495838726703927,0,1,0.5340376,False Positive
-0.2824144700081265,-0.41017806372743254,-0.15151438885786733,0.08408071788259153,-0.42211157479760214,-0.07441843137943105,0.0039400616571035755,-1.3932128791664515,0.013062664952908459,-0.5507783766943188,0.29495838726703927,0,1,0.52698064,False Positive
2.5864533083374694,-0.41017806372743254,-0.18666960459638923,-0.07701702565573126,-0.31844140700703605,-0.04348517427899083,-1.40463198075745,-1.3932128791664515,-0.6918283117512063,-1.395705691558838,0.29495838726703927,0,1,0.52608514,False Positive
0.6186378647069162,-0.41017806372743254,-0.20296815871828644,-0.1257702901475921,-0.5257817425881682,-0.055939849109327255,-0.7003459595501732,-0.6894705912088304,-1.396719288455321,-1.114063253270665,0.29495838726703927,0,1,0.51991284,False Positive
0.5461394009942117,-0.41017806372743254,-0.196698329452081,-0.10810606388242514,-0.42211157479760214,-0.06272389562553343,-0.7003459595501732,-0.6894705912088304,-1.396719288455321,-1.114063253270665,0.29495838726703927,0,1,0.51846325,False Positive
-0.02349138531989581,-0.41017806372743254,-0.09394303250754261,0.5765593461554468,0.1999094319457944,-0.06910533764264204,-0.7003459595501732,-0.6894705912088304,0.7179536416570231,-0.2691359384061458,0.29495838726703927,0,1,0.5158162,False Positive
0.8464901792325592,-0.41017806372743254,-0.21369805805073921,-0.17876296894309301,-0.5257817425881682,-0.08138610243982819,-0.7003459595501732,-0.6894705912088304,-1.396719288455321,-1.114063253270665,0.29495838726703927,0,1,0.51383066,False Positive
